obs_no,Date_Time,Temp_C,RH_pc,Pressure_mbar,Rain_mm,PAR_µmol,DewPt_C
2949,6/28/2021 3:00,20.841,70.1,1004.95,0,1.2,15.2
2950,6/28/2021 3:30,21.772,67.9,1004.85,0,1.2,15.6
2951,6/28/2021 4:00,21.939,67.2,1004.75,0,1.2,15.6
2952,6/28/2021 4:30,20.222,70.4,1004.55,0,1.2,14.7
2953,6/28/2021 5:00,20.412,71.2,1004.55,0,1.2,15
2954,6/28/2021 5:30,22.489,64.9,1004.65,0,23.7,15.6
2955,6/28/2021 6:00,22.896,62.8,1004.55,0,121.2,15.5
2956,6/28/2021 6:30,22.8,64.5,1004.65,0,266.2,15.8
2957,6/28/2021 7:00,21.461,67.5,1004.55,0,426.2,15.2
2958,6/28/2021 7:30,22.178,65.8,1004.65,0,586.2,15.5
2959,6/28/2021 8:00,23.256,63.8,1004.65,0,751.2,16
2960,6/28/2021 8:30,22.321,64.8,1004.75,0,913.7,15.4
2961,6/28/2021 9:00,21.461,67.8,1004.55,0,1066.2,15.3
2962,6/28/2021 9:30,20.246,70,1004.45,0,1218.7,14.6
2963,6/28/2021 10:00,20.031,72.3,1004.15,0,1353.7,14.9
2964,6/28/2021 10:30,21.366,70.8,1004.25,0,1471.2,15.9
2965,6/28/2021 11:00,21.819,69.3,1004.05,0,1573.7,16
2966,6/28/2021 11:30,23.713,64.8,1004.35,0,1661.2,16.7
2967,6/28/2021 12:00,23.857,63.9,1004.25,0,1718.7,16.6
2968,6/28/2021 12:30,24.895,60.8,1003.95,0,1758.7,16.8
2969,6/28/2021 13:00,25.744,57.4,1003.85,0,1778.7,16.7
2970,6/28/2021 13:30,25.866,56.7,1003.45,0,1781.2,16.6
2971,6/28/2021 14:00,24.968,57.7,1003.45,0,1766.2,16.1
2972,6/28/2021 14:30,24.75,57.2,1003.45,0,1723.7,15.7
2973,6/28/2021 15:00,23.93,57.9,1003.15,0,1671.2,15.2
2974,6/28/2021 15:30,23.954,58.2,1002.95,0,1588.7,15.3
2975,6/28/2021 16:00,29.916,46,1002.55,0,1468.7,17.1
2976,6/28/2021 16:30,33.548,40.4,1002.15,0,1368.7,18.3
2977,6/28/2021 17:00,24.919,64.1,1002.95,0,1243.7,17.7
2978,6/28/2021 17:30,23.016,71.1,1002.95,0,1086.2,17.5
2979,6/28/2021 18:00,21.867,76.2,1003.15,0,931.2,17.5
2980,6/28/2021 18:30,21.437,77.5,1003.15,0,783.7,17.4
2981,6/28/2021 19:00,21.843,76.6,1003.35,0,618.7,17.6
2982,6/28/2021 19:30,20.746,79.4,1003.45,0,456.2,17.1
2983,6/28/2021 20:00,17.843,84.8,1003.35,0,198.7,15.3
2984,6/28/2021 20:30,17.106,88.9,1003.45,0,83.7,15.3
2985,6/28/2021 21:00,17.13,89.8,1003.25,0,28.7,15.5
2986,6/28/2021 21:30,16.677,90,1003.75,0,3.7,15
2987,6/28/2021 22:00,16.439,91.9,1003.95,0,1.2,15.1
2988,6/28/2021 22:30,15.963,93.1,1004.05,0,1.2,14.9
2989,6/28/2021 23:00,15.7,93.4,1004.15,0,1.2,14.7
2990,6/28/2021 23:30,15.772,93.8,1004.45,0,1.2,14.8
2991,6/29/2021 0:00,15.485,93.1,1004.55,0,1.2,14.4
2992,6/29/2021 0:30,15.199,94.3,1004.75,0,1.2,14.3
2993,6/29/2021 1:00,14.936,94.4,1005.15,0,1.2,14.1
2994,6/29/2021 1:30,14.721,94.4,1005.25,0,1.2,13.8
2995,6/29/2021 2:00,14.984,94.4,1005.35,0,1.2,14.1
2996,6/29/2021 2:30,15.247,94.2,1005.45,0,1.2,14.3
2997,6/29/2021 3:00,15.318,94.3,1005.75,0,1.2,14.4
2998,6/29/2021 3:30,15.247,94.3,1005.75,0,1.2,14.4
2999,6/29/2021 4:00,14.888,94.1,1006.05,0,1.2,14
3000,6/29/2021 4:30,14.673,94.2,1006.45,0,1.2,13.8
3001,6/29/2021 5:00,14.625,94.5,1006.45,0,1.2,13.8
3002,6/29/2021 5:30,14.505,94.9,1006.65,0,11.2,13.7
3003,6/29/2021 6:00,14.745,95,1006.65,0,51.2,14
3004,6/29/2021 6:30,15.103,95.5,1006.75,0,106.2,14.4
3005,6/29/2021 7:00,15.247,95.4,1006.65,0,161.2,14.5
3006,6/29/2021 7:30,15.796,94.7,1006.65,0,346.2,15
3007,6/29/2021 8:00,15.891,92.9,1006.65,0,303.7,14.8
3008,6/29/2021 8:30,16.415,92.1,1006.75,0,311.2,15.1
3009,6/29/2021 9:00,16.082,93.7,1006.75,0,401.2,15.1
3010,6/29/2021 9:30,16.249,92.8,1006.65,0,541.2,15.1
3011,6/29/2021 10:00,16.082,93,1006.75,0,521.2,15
3012,6/29/2021 10:30,16.272,93.4,1006.95,0,656.2,15.2
3013,6/29/2021 11:00,16.272,93.2,1006.95,0,748.7,15.2
3014,6/29/2021 11:30,16.153,92.9,1007.35,0,851.2,15
3015,6/29/2021 12:00,16.296,92.1,1007.35,0,1158.7,15
3016,6/29/2021 12:30,15.605,92.7,1007.75,0,958.7,14.4
3017,6/29/2021 13:00,16.558,92.7,1007.85,0,956.2,15.4
3018,6/29/2021 13:30,16.106,92.6,1007.95,0,1098.7,14.9
3019,6/29/2021 14:00,16.558,90.4,1008.25,0,1371.2,15
3020,6/29/2021 14:30,18.057,87.1,1007.85,0,1171.2,15.9
3021,6/29/2021 15:00,17.32,90.7,1007.85,0,1021.2,15.8
3022,6/29/2021 15:30,18.39,88.8,1007.55,0,1286.2,16.5
3023,6/29/2021 16:00,20.722,83.4,1007.45,0,1023.7,17.8
3024,6/29/2021 16:30,19.96,83.4,1007.05,0,1018.7,17.1
3025,6/29/2021 17:00,19.532,84.7,1006.95,0,743.7,16.9
3026,6/29/2021 17:30,17.915,87.7,1006.95,0,596.2,15.9
3027,6/29/2021 18:00,17.13,89.4,1006.95,0,433.7,15.4
3028,6/29/2021 18:30,16.463,90.8,1007.15,0,276.2,15
3029,6/29/2021 19:00,16.32,91.7,1007.15,0,171.2,15
3030,6/29/2021 19:30,16.034,92.6,1007.35,0,113.7,14.9
3031,6/29/2021 20:00,16.058,93.2,1007.75,0,58.7,15
3032,6/29/2021 20:30,15.986,93.9,1007.65,0,26.2,15
3033,6/29/2021 21:00,15.509,94.8,1007.65,0,6.2,14.7
3034,6/29/2021 21:30,15.438,95.1,1007.75,0,1.2,14.7
3035,6/29/2021 22:00,15.509,95.6,1008.15,0,1.2,14.8
3036,6/29/2021 22:30,15.461,95.4,1008.25,0,1.2,14.7
3037,6/29/2021 23:00,15.485,95.7,1008.25,0,1.2,14.8
3038,6/29/2021 23:30,15.318,95.8,1008.45,0,1.2,14.7
3039,6/30/2021 0:00,15.509,95.6,1008.35,0,1.2,14.8
3040,6/30/2021 0:30,15.676,95,1008.45,0,1.2,14.9
3041,6/30/2021 1:00,15.652,94.7,1008.45,0,1.2,14.8
3042,6/30/2021 1:30,15.581,94.8,1008.05,0,1.2,14.8
3043,6/30/2021 2:00,15.39,94.8,1008.15,0,1.2,14.6
3044,6/30/2021 2:30,15.533,94.5,1008.35,0,1.2,14.7
3045,6/30/2021 3:00,15.318,94.3,1008.45,0,1.2,14.4
3046,6/30/2021 3:30,15.031,95,1008.35,0,1.2,14.3
3047,6/30/2021 4:00,15.008,94.8,1008.75,0,1.2,14.2
3048,6/30/2021 4:30,15.127,94.9,1008.65,0,1.2,14.3
3049,6/30/2021 5:00,15.103,95,1008.75,0,1.2,14.3
3050,6/30/2021 5:30,15.127,94.6,1008.55,0,1.2,14.3
3051,6/30/2021 6:00,15.008,94.4,1008.75,0,6.2,14.1
3052,6/30/2021 6:30,15.127,94.5,1008.95,0,16.2,14.3
3053,6/30/2021 7:00,15.318,94.6,1009.05,0,23.7,14.5
3054,6/30/2021 7:30,15.127,95,1009.05,0,48.7,14.3
3055,6/30/2021 8:00,15.581,95,1009.05,0.2,63.7,14.8
3056,6/30/2021 8:30,15.772,95.4,1009.15,0,96.2,15.1
3057,6/30/2021 9:00,15.939,95.1,1009.25,0,116.2,15.2
3058,6/30/2021 9:30,16.392,95,1009.25,0,181.2,15.6
3059,6/30/2021 10:00,16.844,95.3,1009.25,0,343.7,16.1
3060,6/30/2021 10:30,18.366,95,1008.85,0,648.7,17.6
3061,6/30/2021 11:00,18.485,94.1,1008.95,0,498.7,17.5
3062,6/30/2021 11:30,18.461,92.4,1009.15,0,473.7,17.2
3063,6/30/2021 12:00,18.319,92.6,1009.45,0,573.7,17.1
3064,6/30/2021 12:30,18.533,91.6,1009.75,0,716.2,17.2
3065,6/30/2021 13:00,17.796,92.5,1010.15,0,401.2,16.6
3066,6/30/2021 13:30,18.366,92.5,1010.35,0,738.7,17.2
3067,6/30/2021 14:00,18.414,91.4,1010.55,0,583.7,17
3068,6/30/2021 14:30,18.366,90.8,1010.75,0,838.7,16.9
3069,6/30/2021 15:00,19.27,88.9,1010.85,0,936.2,17.4
3070,6/30/2021 15:30,18.794,89.5,1010.95,0,903.7,17.1
3071,6/30/2021 16:00,19.341,87.2,1010.95,0,648.7,17.2
3072,6/30/2021 16:30,19.96,85.3,1010.95,0,501.2,17.4
3073,6/30/2021 17:00,20.15,85.3,1011.15,0,418.7,17.6
3074,6/30/2021 17:30,20.174,85.9,1011.15,0,828.7,17.8
3075,6/30/2021 18:00,21.437,82.6,1011.25,0,726.2,18.4
3076,6/30/2021 18:30,19.579,85,1011.05,0,243.7,17
3077,6/30/2021 19:00,18.414,88.5,1011.05,0,238.7,16.5
3078,6/30/2021 19:30,17.915,89.6,1011.05,0,143.7,16.2
3079,6/30/2021 20:00,17.391,91.2,1011.45,0,61.2,16
3080,6/30/2021 20:30,17.034,92.5,1011.25,0,31.2,15.8
3081,6/30/2021 21:00,16.892,93.1,1011.35,0,6.2,15.8
3082,6/30/2021 21:30,16.915,93,1011.65,0,1.2,15.8
3083,6/30/2021 22:00,16.701,93.3,1011.85,0,1.2,15.6
3084,6/30/2021 22:30,16.344,93.5,1012.15,0,1.2,15.3
3085,6/30/2021 23:00,16.034,94.2,1012.15,0,1.2,15.1
3086,6/30/2021 23:30,15.819,94.6,1012.35,0,1.2,15
3087,7/1/2021 0:00,15.748,95,1012.25,0,1.2,15
3088,7/1/2021 0:30,15.891,94.4,1012.05,0,1.2,15
3089,7/1/2021 1:00,15.605,94.4,1012.45,0,1.2,14.7
3090,7/1/2021 1:30,14.337,96.1,1012.55,0,1.2,13.7
3091,7/1/2021 2:00,14.122,96.4,1012.45,0,1.2,13.6
3092,7/1/2021 2:30,14.17,96.5,1012.45,0,1.2,13.6
3093,7/1/2021 3:00,14.146,96.1,1012.45,0,1.2,13.6
3094,7/1/2021 3:30,14.242,95.7,1012.35,0,1.2,13.6
3095,7/1/2021 4:00,14.385,95.6,1012.15,0,1.2,13.7
3096,7/1/2021 4:30,14.218,95.6,1012.25,0,1.2,13.5
3097,7/1/2021 5:00,14.194,95.7,1012.15,0,1.2,13.5
3098,7/1/2021 5:30,14.194,95.7,1012.25,0,3.7,13.5
3099,7/1/2021 6:00,14.17,96,1012.25,0,16.2,13.6
3100,7/1/2021 6:30,14.266,96.1,1012.45,0,38.7,13.7
3101,7/1/2021 7:00,14.314,96.1,1012.45,0,86.2,13.7
3102,7/1/2021 7:30,14.529,95.8,1012.55,0,213.7,13.9
3103,7/1/2021 8:00,14.697,95.8,1012.45,0,251.2,14.1
3104,7/1/2021 8:30,14.649,95.4,1012.55,0,303.7,13.9
3105,7/1/2021 9:00,15.031,94.8,1012.65,0,416.2,14.2
3106,7/1/2021 9:30,15.748,93.8,1012.75,0,673.7,14.8
3107,7/1/2021 10:00,17.391,92.7,1012.65,0,1066.2,16.2
3108,7/1/2021 10:30,17.058,90.9,1012.45,0,1188.7,15.6
3109,7/1/2021 11:00,17.177,89.6,1012.55,0,1233.7,15.5
3110,7/1/2021 11:30,17.32,88.1,1012.45,0,1236.2,15.4
3111,7/1/2021 12:00,17.843,88.4,1012.55,0,1151.2,15.9
3112,7/1/2021 12:30,16.963,88.2,1013.15,0,843.7,15
3113,7/1/2021 13:00,17.177,87.4,1013.15,0,1261.2,15.1
3114,7/1/2021 13:30,17.463,85.9,1013.45,0,1188.7,15.1
3115,7/1/2021 14:00,18.366,85.2,1013.55,0,1746.2,15.9
3116,7/1/2021 14:30,19.127,83.5,1013.75,0,1731.2,16.3
3117,7/1/2021 15:00,19.341,81.8,1013.65,0,1653.7,16.2
3118,7/1/2021 15:30,19.413,81.9,1013.95,0,1693.7,16.3
3119,7/1/2021 16:00,19.603,81.9,1013.95,0,1276.2,16.4
3120,7/1/2021 16:30,19.984,81.2,1013.85,0,921.2,16.7
3121,7/1/2021 17:00,17.534,86.3,1013.85,0,538.7,15.2
3122,7/1/2021 17:30,17.272,87.6,1014.05,0,301.2,15.2
3123,7/1/2021 18:00,17.344,88.4,1013.95,0,271.2,15.4
3124,7/1/2021 18:30,16.534,89.9,1013.65,0,278.7,14.9
3125,7/1/2021 19:00,15.915,90.8,1013.45,0,281.2,14.4
3126,7/1/2021 19:30,15.39,92.6,1013.75,0,151.2,14.2
3127,7/1/2021 20:00,15.103,93.4,1013.85,0,66.2,14.1
3128,7/1/2021 20:30,15.031,94.2,1013.75,0,31.2,14.1
3129,7/1/2021 21:00,14.433,94.9,1013.85,0,11.2,13.6
3130,7/1/2021 21:30,14.122,95.6,1013.95,0,1.2,13.4
3131,7/1/2021 22:00,14.146,95.9,1013.95,0,1.2,13.5
3132,7/1/2021 22:30,13.978,95.8,1014.35,0,1.2,13.3
3133,7/1/2021 23:00,13.906,96.1,1014.45,0,1.2,13.3
3134,7/1/2021 23:30,14.074,95.9,1013.95,0,1.2,13.4
3135,7/2/2021 0:00,13.93,95.6,1013.95,0,1.2,13.3
3136,7/2/2021 0:30,13.882,95.9,1013.95,0,1.2,13.3
3137,7/2/2021 1:00,13.93,95.8,1013.85,0,1.2,13.3
3138,7/2/2021 1:30,13.954,96,1013.65,0,1.2,13.3
3139,7/2/2021 2:00,13.954,95.8,1013.75,0,1.2,13.3
3140,7/2/2021 2:30,14.098,95.8,1013.75,0,1.2,13.5
3141,7/2/2021 3:00,14.194,95.6,1013.75,0,1.2,13.5
3142,7/2/2021 3:30,14.29,95.5,1013.75,0,1.2,13.6
3143,7/2/2021 4:00,14.361,95.7,1013.65,0,1.2,13.7
3144,7/2/2021 4:30,14.17,95.9,1013.55,0,1.2,13.5
3145,7/2/2021 5:00,14.242,96,1013.65,0,1.2,13.6
3146,7/2/2021 5:30,14.17,95.8,1013.55,0,1.2,13.5
3147,7/2/2021 6:00,14.074,95.8,1013.75,0,16.2,13.4
3148,7/2/2021 6:30,14.122,95.8,1013.95,0,38.7,13.5
3149,7/2/2021 7:00,14.314,95.6,1013.95,0,63.7,13.6
3150,7/2/2021 7:30,14.505,95.6,1013.95,0,113.7,13.8
3151,7/2/2021 8:00,14.433,95.4,1013.95,0,153.7,13.7
3152,7/2/2021 8:30,14.457,95.1,1014.05,0,198.7,13.7
3153,7/2/2021 9:00,14.505,95.5,1014.35,0,196.2,13.8
3154,7/2/2021 9:30,15.103,95.2,1014.35,0,276.2,14.4
3155,7/2/2021 10:00,15.581,95.3,1014.35,0,301.2,14.9
3156,7/2/2021 10:30,15.867,94.6,1014.55,0,358.7,15
3157,7/2/2021 11:00,15.891,95.1,1014.65,0,471.2,15.1
3158,7/2/2021 11:30,15.843,94.3,1014.65,0,521.2,14.9
3159,7/2/2021 12:00,15.796,93.9,1014.75,0,666.2,14.8
3160,7/2/2021 12:30,16.463,92.2,1014.85,0,711.2,15.2
3161,7/2/2021 13:00,17.011,91.4,1014.95,0,863.7,15.6
3162,7/2/2021 13:30,17.391,90,1014.75,0,971.2,15.8
3163,7/2/2021 14:00,17.796,88.5,1014.55,0,1108.7,15.9
3164,7/2/2021 14:30,17.891,87.1,1014.65,0,1113.7,15.7
3165,7/2/2021 15:00,18.033,86.4,1014.55,0,1058.7,15.7
3166,7/2/2021 15:30,19.222,84.6,1014.45,0,1138.7,16.6
3167,7/2/2021 16:00,17.938,85.7,1014.45,0,846.2,15.5
3168,7/2/2021 16:30,18.295,85,1014.05,0,928.7,15.8
3169,7/2/2021 17:00,18.485,84.4,1013.85,0,783.7,15.8
3170,7/2/2021 17:30,18.152,83.4,1013.65,0,621.2,15.3
3171,7/2/2021 18:00,17.13,86.5,1013.75,0,503.7,14.9
3172,7/2/2021 18:30,16.844,86.7,1013.85,0,453.7,14.6
3173,7/2/2021 19:00,17.986,85.7,1013.45,0,648.7,15.6
3174,7/2/2021 19:30,17.962,83.9,1013.65,0,491.2,15.2
3175,7/2/2021 20:00,16.106,89.2,1013.55,0,146.2,14.3
3176,7/2/2021 20:30,15.318,91.3,1013.75,0,46.2,13.9
3177,7/2/2021 21:00,14.792,93,1013.65,0,16.2,13.7
3178,7/2/2021 21:30,14.768,93,1013.95,0,1.2,13.7
3179,7/2/2021 22:00,14.697,93.4,1014.15,0,1.2,13.7
3180,7/2/2021 22:30,14.601,93.2,1014.25,0,1.2,13.5
3181,7/2/2021 23:00,14.601,93.8,1013.95,0,1.2,13.6
3182,7/2/2021 23:30,14.553,94,1014.05,0,1.2,13.6
3183,7/3/2021 0:00,14.529,94.1,1013.85,0,1.2,13.6
3184,7/3/2021 0:30,14.314,94.2,1013.95,0,1.2,13.4
3185,7/3/2021 1:00,14.337,95.2,1013.85,0,1.2,13.6
3186,7/3/2021 1:30,14.409,95.2,1013.45,0,1.2,13.7
3187,7/3/2021 2:00,14.361,95.5,1013.45,0,1.2,13.7
3188,7/3/2021 2:30,14.361,95.5,1013.35,0,1.2,13.7
3189,7/3/2021 3:00,14.361,95.5,1013.25,0,1.2,13.7
3190,7/3/2021 3:30,14.314,95.7,1013.15,0,1.2,13.7
3191,7/3/2021 4:00,14.29,95.6,1013.05,0,1.2,13.6
3192,7/3/2021 4:30,14.29,95.7,1013.25,0,1.2,13.6
3193,7/3/2021 5:00,14.266,95.8,1013.15,0,1.2,13.6
3194,7/3/2021 5:30,14.146,95.7,1013.05,0,3.7,13.5
3195,7/3/2021 6:00,13.906,95.6,1013.05,0,28.7,13.2
3196,7/3/2021 6:30,13.882,95.5,1013.05,0,61.2,13.2
3197,7/3/2021 7:00,14.337,95.5,1012.95,0,116.2,13.6
3198,7/3/2021 7:30,14.098,95.1,1012.95,0,126.2,13.3
3199,7/3/2021 8:00,14.122,95.4,1013.05,0,143.7,13.4
3200,7/3/2021 8:30,15.199,95.2,1013.05,0,266.2,14.5
3201,7/3/2021 9:00,15.223,95.1,1013.15,0,343.7,14.5
3202,7/3/2021 9:30,15.366,94.7,1013.05,0,453.7,14.5
3203,7/3/2021 10:00,15.867,94.4,1013.15,0,451.2,15
3204,7/3/2021 10:30,15.605,93.1,1013.15,0,538.7,14.5
3205,7/3/2021 11:00,15.748,93.4,1013.25,0,536.2,14.7
3206,7/3/2021 11:30,15.819,93,1013.35,0,628.7,14.7
3207,7/3/2021 12:00,15.963,92.7,1013.45,0,676.2,14.8
3208,7/3/2021 12:30,16.392,91.8,1013.35,0,741.2,15.1
3209,7/3/2021 13:00,16.654,90.3,1013.15,0,986.2,15.1
3210,7/3/2021 13:30,17.225,88.5,1013.15,0,1353.7,15.3
3211,7/3/2021 14:00,17.415,87.5,1012.95,0,1251.2,15.3
3212,7/3/2021 14:30,17.201,87.8,1013.15,0,1011.2,15.2
3213,7/3/2021 15:00,17.058,89.2,1012.85,0,933.7,15.3
3214,7/3/2021 15:30,17.011,88.5,1012.75,0,1023.7,15.1
3215,7/3/2021 16:00,16.368,89,1012.65,0,933.7,14.6
3216,7/3/2021 16:30,16.153,88.9,1012.75,0,698.7,14.3
3217,7/3/2021 17:00,15.915,89.9,1012.65,0,741.2,14.3
3218,7/3/2021 17:30,15.843,90.3,1012.55,0,456.2,14.3
3219,7/3/2021 18:00,15.652,91.1,1012.55,0,396.2,14.2
3220,7/3/2021 18:30,15.223,92.2,1012.65,0,251.2,14
3221,7/3/2021 19:00,15.079,92.9,1012.65,0,171.2,14
3222,7/3/2021 19:30,14.721,93.3,1012.65,0,103.7,13.7
3223,7/3/2021 20:00,14.457,93.5,1012.65,0,66.2,13.4
3224,7/3/2021 20:30,14.409,94.2,1012.55,0,23.7,13.5
3225,7/3/2021 21:00,14.314,95,1012.55,0,8.7,13.5
3226,7/3/2021 21:30,13.954,95.5,1012.65,0,1.2,13.3
3227,7/3/2021 22:00,13.93,95.3,1012.75,0,1.2,13.2
3228,7/3/2021 22:30,14.074,95.3,1012.75,0,1.2,13.4
3229,7/3/2021 23:00,14.098,95.2,1012.45,0,1.2,13.4
3230,7/3/2021 23:30,14.026,95.1,1012.35,0,1.2,13.3
3231,7/4/2021 0:00,13.978,94.6,1012.45,0,1.2,13.1
3232,7/4/2021 0:30,13.978,94.1,1012.35,0,1.2,13.1
3233,7/4/2021 1:00,13.978,94,1012.25,0,1.2,13
3234,7/4/2021 1:30,13.978,93.9,1012.05,0,1.2,13
3235,7/4/2021 2:00,13.81,94,1012.05,0,1.2,12.9
3236,7/4/2021 2:30,13.834,94,1011.85,0,1.2,12.9
3237,7/4/2021 3:00,13.834,94.3,1011.85,0,1.2,12.9
3238,7/4/2021 3:30,13.786,94.3,1011.85,0,1.2,12.9
3239,7/4/2021 4:00,13.738,94.2,1011.85,0,1.2,12.8
3240,7/4/2021 4:30,13.69,94.2,1011.85,0,1.2,12.8
3241,7/4/2021 5:00,13.69,94.3,1011.85,0,1.2,12.8
3242,7/4/2021 5:30,13.69,94.5,1011.95,0,1.2,12.8
3243,7/4/2021 6:00,13.69,94.4,1012.05,0,23.7,12.8
3244,7/4/2021 6:30,13.762,94.3,1012.05,0,68.7,12.9
3245,7/4/2021 7:00,13.882,94.3,1012.15,0,93.7,13
3246,7/4/2021 7:30,14.074,94.1,1012.45,0,161.2,13.2
3247,7/4/2021 8:00,14.361,93.7,1012.65,0,246.2,13.4
3248,7/4/2021 8:30,14.768,93.1,1012.65,0,318.7,13.7
3249,7/4/2021 9:00,15.318,91.9,1012.75,0,478.7,14
3250,7/4/2021 9:30,16.034,91.7,1012.65,0,486.2,14.7
3251,7/4/2021 10:00,15.843,91.7,1012.75,0,736.2,14.5
3252,7/4/2021 10:30,15.891,91.5,1012.65,0,801.2,14.5
3253,7/4/2021 11:00,16.058,90.7,1013.05,0,781.2,14.6
3254,7/4/2021 11:30,16.439,89.6,1012.95,0,953.7,14.7
3255,7/4/2021 12:00,16.606,88.2,1012.85,0,926.2,14.7
3256,7/4/2021 12:30,16.677,88,1013.15,0,788.7,14.7
3257,7/4/2021 13:00,16.225,89.4,1013.25,0,776.2,14.5
3258,7/4/2021 13:30,16.463,89.5,1013.25,0,1916.2,14.8
3259,7/4/2021 14:00,15.963,89.9,1013.45,0,1593.7,14.3
3260,7/4/2021 14:30,15.963,89.9,1013.85,0,1411.2,14.3
3261,7/4/2021 15:00,15.963,90.4,1013.95,0,1976.2,14.4
3262,7/4/2021 15:30,15.963,87.9,1013.95,0,1041.2,14
3263,7/4/2021 16:00,16.606,86.5,1013.95,0,991.2,14.4
3264,7/4/2021 16:30,15.461,87.5,1014.15,0,548.7,13.4
3265,7/4/2021 17:00,14.864,90.1,1014.55,0,391.2,13.3
3266,7/4/2021 17:30,14.912,89.8,1014.75,0,341.2,13.3
3267,7/4/2021 18:00,15.986,88.5,1014.75,0,298.7,14.1
3268,7/4/2021 18:30,15.27,89.6,1014.75,0,196.2,13.6
3269,7/4/2021 19:00,14.457,92.8,1014.75,0,128.7,13.3
3270,7/4/2021 19:30,14.768,93.3,1014.65,0,141.2,13.7
3271,7/4/2021 20:00,14.577,93.6,1014.65,0,78.7,13.6
3272,7/4/2021 20:30,14.05,93.8,1014.65,0,51.2,13.1
3273,7/4/2021 21:00,13.882,93.7,1014.65,0,16.2,12.9
3274,7/4/2021 21:30,13.594,93.8,1014.65,0,1.2,12.6
3275,7/4/2021 22:00,13.425,93.9,1014.75,0,1.2,12.5
3276,7/4/2021 22:30,13.449,94.2,1014.85,0,1.2,12.6
3277,7/4/2021 23:00,13.473,94.9,1014.75,0,1.2,12.7
3278,7/4/2021 23:30,13.618,95.6,1014.65,0,1.2,12.9
3279,7/5/2021 0:00,13.57,96.3,1014.45,0,1.2,13
3280,7/5/2021 0:30,13.546,96.2,1014.35,0,1.2,13
3281,7/5/2021 1:00,13.546,95.8,1014.45,0,1.2,12.9
3282,7/5/2021 1:30,13.497,95.7,1014.25,0,1.2,12.8
3283,7/5/2021 2:00,13.522,96.1,1014.05,0,1.2,12.9
3284,7/5/2021 2:30,13.473,96.2,1013.95,0,1.2,12.9
3285,7/5/2021 3:00,13.353,96.3,1014.05,0,1.2,12.8
3286,7/5/2021 3:30,13.329,96.1,1013.95,0,1.2,12.7
3287,7/5/2021 4:00,13.161,96.1,1014.05,0,1.2,12.6
3288,7/5/2021 4:30,13.233,96.1,1014.15,0,1.2,12.6
3289,7/5/2021 5:00,13.088,96.2,1014.35,0,1.2,12.5
3290,7/5/2021 5:30,13.088,96.3,1014.45,0,1.2,12.5
3291,7/5/2021 6:00,13.016,96.5,1014.45,0,8.7,12.5
3292,7/5/2021 6:30,13.064,96.5,1014.75,0,33.7,12.5
3293,7/5/2021 7:00,13.016,96.7,1014.85,0,46.2,12.5
3294,7/5/2021 7:30,12.944,96.7,1014.95,0,68.7,12.4
3295,7/5/2021 8:00,12.92,96.9,1015.25,0,156.2,12.5
3296,7/5/2021 8:30,12.896,96.8,1015.45,0,133.7,12.4
3297,7/5/2021 9:00,13.257,96.8,1015.55,0,271.2,12.8
3298,7/5/2021 9:30,13.281,96.6,1015.55,0,343.7,12.8
3299,7/5/2021 10:00,13.594,96.5,1015.65,0,531.2,13.1
3300,7/5/2021 10:30,13.69,95.4,1015.85,0,501.2,13
3301,7/5/2021 11:00,14.002,94.4,1015.85,0,656.2,13.1
3302,7/5/2021 11:30,14.433,93.8,1015.95,0,873.7,13.5
3303,7/5/2021 12:00,14.816,92.5,1016.05,0,791.2,13.6
3304,7/5/2021 12:30,14.601,92.8,1016.15,0,716.2,13.5
3305,7/5/2021 13:00,15.079,91.9,1016.45,0,876.2,13.8
3306,7/5/2021 13:30,15.247,90.8,1016.35,0,828.7,13.8
3307,7/5/2021 14:00,15.103,91.7,1016.35,0,908.7,13.8
3308,7/5/2021 14:30,15.127,91.4,1016.45,0,993.7,13.8
3309,7/5/2021 15:00,15.438,90.7,1016.55,0,1013.7,13.9
3310,7/5/2021 15:30,15.294,90.6,1016.55,0,908.7,13.8
3311,7/5/2021 16:00,15.199,91,1016.75,0,636.2,13.8
3312,7/5/2021 16:30,14.697,91.9,1016.85,0,616.2,13.4
3313,7/5/2021 17:00,14.697,91.8,1016.75,0,351.2,13.4
3314,7/5/2021 17:30,14.601,92.2,1016.65,0,393.7,13.4
3315,7/5/2021 18:00,14.194,93.5,1016.75,0,241.2,13.2
3316,7/5/2021 18:30,14.026,93.3,1016.55,0,211.2,13
3317,7/5/2021 19:00,13.642,93.8,1016.65,0,161.2,12.7
3318,7/5/2021 19:30,13.666,94,1016.55,0,88.7,12.7
3319,7/5/2021 20:00,13.473,94.3,1016.45,0,61.2,12.6
3320,7/5/2021 20:30,13.353,94.8,1016.45,0,23.7,12.6
3321,7/5/2021 21:00,13.161,95.2,1016.35,0,8.7,12.4
3322,7/5/2021 21:30,13.016,95.7,1016.45,0,1.2,12.4
3323,7/5/2021 22:00,12.847,96.3,1016.45,0,1.2,12.3
3324,7/5/2021 22:30,12.847,96.8,1016.45,0,1.2,12.4
3325,7/5/2021 23:00,12.823,96.9,1016.35,0,1.2,12.4
3326,7/5/2021 23:30,12.799,96.8,1016.05,0,1.2,12.3
3327,7/6/2021 0:00,12.775,96.8,1016.25,0,1.2,12.3
